order_id,customer_id,product_id,order_date,quantity,price
ORDER02249,CUST000499,PROD000015,2024-12-12,0,200.50
ORDER02250,CUST000115,PROD000021,2024-12-17,2,25.25
ORDER02251,CUST000477,PROD000016,2024-09-26,5,45.25
ORDER02252,CUST000043,PROD000010,2024-08-27,4,55.75
ORDER02253,CUST000041,PROD000030,2024-09-01,0,35.50
ORDER02254,CUST000154,PROD000005,2024-03-06,3,30.25
ORDER02255,CUST000431,PROD000008,2024-09-24,4,20.75
ORDER02256,CUST000152,PROD000019,2024-01-25,5,15.50
ORDER02257,CUST000040,PROD000030,2024-01-24,5,35.50
ORDER02258,CUST000056,PROD000017,2024-08-05,4,30.75
ORDER02259,CUST000049,PROD000015,2024-12-04,5,200.50
ORDER02260,CUST000417,PROD000009,2024-06-30,3,70.75
ORDER02261,CUST000300,PROD000003,2024-09-14,0,80.75
ORDER02262,CUST000009,PROD000004,2024-12-04,4,25.25
ORDER02263,CUST000092,PROD000026,2024-04-03,4,25.50
ORDER02264,CUST000024,PROD000003,2024-08-01,3,80.75
ORDER02265,CUST000161,PROD000019,2024-08-20,4,15.50
ORDER02266,CUST000320,PROD000026,2024-05-15,3,25.50
ORDER02267,CUST000495,PROD000030,2024-04-05,2,35.50
ORDER02268,CUST000095,PROD000003,2024-11-05,3,80.75
ORDER02269,CUST000447,PROD000022,2024-02-24,4,15.75
ORDER02270,CUST000274,PROD000001,2024-01-03,4,60.25
ORDER02271,CUST000060,PROD000001,2024-03-28,4,60.25
ORDER02272,CUST000236,PROD000023,2024-07-26,0,75.75
ORDER02273,CUST000445,PROD000022,2024-11-04,4,15.75
ORDER02274,CUST000156,PROD000020,2024-11-11,3,20.25
ORDER02275,CUST000354,PROD000022,2024-12-19,4,15.75
ORDER02276,CUST000412,PROD000010,2024-02-14,2,55.75
ORDER02277,CUST000070,PROD000001,2024-04-07,1,60.25
ORDER02278,CUST000418,PROD000001,2024-12-22,2,60.25
ORDER02279,CUST000440,PROD000001,2024-04-17,4,60.25
ORDER02280,CUST000333,PROD000005,2024-11-28,2,30.25
ORDER02281,CUST000224,PROD000027,2024-11-16,5,10.25
ORDER02282,CUST000098,PROD000003,2024-06-03,4,80.75
ORDER02283,CUST000076,PROD000016,2024-08-04,1,45.25
ORDER02284,CUST000060,PROD000006,2024-03-19,4,15.50
ORDER02285,CUST000494,PROD000016,2024-08-29,1,45.25
ORDER02286,CUST000441,PROD000015,2024-10-26,2,200.50
ORDER02287,CUST000104,PROD000010,2024-10-18,4,55.75
ORDER02288,CUST000027,PROD000011,2024-01-05,1,25.25
ORDER02289,CUST000323,PROD000028,2024-08-09,4,45.75
ORDER02290,CUST000435,PROD000016,2024-10-23,5,45.25
ORDER02291,CUST000375,PROD000018,2024-05-28,1,35.50
ORDER02292,CUST000250,PROD000013,2024-09-05,0,150.75
ORDER02293,CUST000263,PROD000019,2024-11-09,4,15.50
ORDER02294,CUST000119,PROD000023,2024-02-01,5,75.75
ORDER02295,CUST000010,PROD000014,2024-10-22,3,50.50
ORDER02296,CUST000284,PROD000003,2024-05-17,4,80.75
ORDER02297,CUST000456,PROD000016,2024-02-29,4,45.25
ORDER02298,CUST000319,PROD000021,2024-06-26,4,25.25
ORDER02299,CUST000358,PROD000014,2024-01-11,2,50.50
ORDER02300,CUST000148,PROD000024,2024-04-08,4,120.50
ORDER02301,CUST000177,PROD000015,2024-04-28,5,200.50
ORDER02302,CUST000113,PROD000019,2024-12-16,3,15.50
ORDER02303,CUST000472,PROD000020,2024-12-02,4,20.25
ORDER02304,CUST000068,PROD000029,2024-05-30,4,30.25
ORDER02305,CUST000492,PROD000014,2024-12-10,3,50.50
ORDER02306,CUST000408,PROD000016,2024-03-23,5,45.25
ORDER02307,CUST000107,PROD000010,2024-12-19,1,55.75
ORDER02308,CUST000342,PROD000016,2024-03-07,2,45.25
ORDER02309,CUST000103,PROD000006,2024-11-06,4,15.50
ORDER02310,CUST000052,PROD000026,2024-07-31,4,25.50
ORDER02311,CUST000156,PROD000008,2024-04-17,5,20.75
ORDER02312,CUST000025,PROD000001,2024-07-02,3,60.25
ORDER02313,CUST000183,PROD000022,2024-03-22,2,15.75
ORDER02314,CUST000424,PROD000028,2024-09-14,1,45.75
ORDER02315,CUST000414,PROD000003,2024-06-21,4,80.75
ORDER02316,CUST000059,PROD000020,2024-04-26,1,20.25
ORDER02317,CUST000288,PROD000008,2024-09-06,3,20.75
ORDER02318,CUST000175,PROD000026,2024-06-30,1,25.50
ORDER02319,CUST000395,PROD000029,2024-10-12,3,30.25
ORDER02320,CUST000459,PROD000005,2024-12-19,5,30.25
ORDER02321,CUST000310,PROD000022,2024-02-23,1,15.75
ORDER02322,CUST000475,PROD000015,2024-08-22,1,200.50
ORDER02323,CUST000500,PROD000004,2024-11-08,5,25.25
ORDER02324,CUST000401,PROD000028,2024-02-22,5,45.75
ORDER02325,CUST000022,PROD000017,2024-02-23,2,30.75
ORDER02326,CUST000323,PROD000004,2024-04-15,3,25.25
ORDER02327,CUST000081,PROD000024,2024-05-29,4,120.50
ORDER02328,CUST000391,PROD000017,2024-09-12,1,30.75
ORDER02329,CUST000079,PROD000021,2024-07-05,3,25.25
ORDER02330,CUST000420,PROD000005,2024-03-03,2,30.25
ORDER02331,CUST000225,PROD000014,2024-01-04,2,50.50
ORDER02332,CUST000428,PROD000026,2024-08-30,3,25.50
ORDER02333,CUST000147,PROD000017,2024-03-28,1,30.75
ORDER02334,CUST000137,PROD000012,2024-07-31,3,40.25
ORDER02335,CUST000323,PROD000022,2024-05-05,2,15.75
ORDER02336,CUST000386,PROD000025,2024-09-28,4,20.25
ORDER02337,CUST000404,PROD000008,2024-03-11,4,20.75
ORDER02338,CUST000212,PROD000030,2024-07-28,4,35.50
ORDER02339,CUST000488,PROD000028,2024-09-21,3,45.75
ORDER02340,CUST000484,PROD000001,2024-08-14,2,60.25
ORDER02341,CUST000395,PROD000001,2024-09-21,1,60.25
ORDER02342,CUST000044,PROD000011,2024-06-10,4,25.25
ORDER02343,CUST000396,PROD000006,2024-08-10,1,15.50
ORDER02344,CUST000202,PROD000025,2024-01-19,2,20.25
ORDER02345,CUST000463,PROD000019,2024-01-30,0,15.50
ORDER02346,CUST000324,PROD000023,2024-12-04,5,75.75
ORDER02347,CUST000499,PROD000010,2024-08-02,4,55.75
ORDER02348,CUST000454,PROD000022,2024-12-24,5,15.75
ORDER02349,CUST000448,PROD000010,2024-06-09,3,55.75
ORDER02350,CUST000005,PROD000027,2024-05-23,5,10.25
ORDER02351,CUST000313,PROD000030,2024-03-16,4,35.50
ORDER02352,CUST000229,PROD000021,2024-04-15,5,25.25
ORDER02353,CUST000320,PROD000026,2024-11-12,4,25.50
ORDER02354,CUST000358,PROD000012,2024-11-28,4,40.25
ORDER02355,CUST000398,PROD000007,2024-06-03,0,35.50
ORDER02356,CUST000044,PROD000002,2024-10-02,3,150.50
ORDER02357,CUST000200,PROD000024,2024-03-05,0,120.50
ORDER02358,CUST000267,PROD000018,2024-05-25,2,35.50
ORDER02359,CUST000048,PROD000017,2024-10-09,3,30.75
ORDER02360,CUST000267,PROD000011,2024-11-21,2,25.25
ORDER02361,CUST000012,PROD000001,2024-10-03,5,60.25
ORDER02362,CUST000133,PROD000008,2024-06-04,4,20.75
ORDER02363,CUST000259,PROD000004,2024-01-31,3,25.25
ORDER02364,CUST000133,PROD000021,2024-09-16,3,25.25
ORDER02365,CUST000064,PROD000002,2024-11-29,1,150.50
ORDER02366,CUST000230,PROD000010,2024-10-20,1,55.75
ORDER02367,CUST000233,PROD000011,2024-04-30,5,25.25
ORDER02368,CUST000290,PROD000023,2024-11-17,5,75.75
ORDER02369,CUST000433,PROD000020,2024-04-29,3,20.25
ORDER02370,CUST000154,PROD000010,2024-12-07,5,55.75
ORDER02371,CUST000345,PROD000005,2024-07-12,5,30.25
ORDER02372,CUST000378,PROD000008,2024-02-23,3,20.75
ORDER02373,CUST000265,PROD000019,2024-04-08,3,15.50
ORDER02374,CUST000233,PROD000004,2024-03-16,4,25.25
ORDER02375,CUST000425,PROD000014,2024-02-11,1,50.50
ORDER02376,CUST000032,PROD000014,2024-03-07,4,50.50
ORDER02377,CUST000110,PROD000015,2024-02-09,3,200.50
ORDER02378,CUST000347,PROD000017,2024-07-25,5,30.75
ORDER02379,CUST000287,PROD000017,2024-07-21,3,30.75
ORDER02380,CUST000300,PROD000016,2024-11-21,4,45.25
ORDER02381,CUST000226,PROD000023,2024-09-07,4,75.75
ORDER02382,CUST000422,PROD000006,2024-03-14,5,15.50
ORDER02383,CUST000066,PROD000016,2024-12-30,4,45.25
ORDER02384,CUST000067,PROD000023,2024-09-19,5,75.75
ORDER02385,CUST000061,PROD000023,2024-04-18,4,75.75
ORDER02386,CUST000243,PROD000002,2024-03-21,5,150.50
ORDER02387,CUST000190,PROD000030,2024-03-01,5,35.50
ORDER02388,CUST000437,PROD000014,2024-02-26,1,50.50
ORDER02389,CUST000190,PROD000019,2024-05-28,1,15.50
ORDER02390,CUST000268,PROD000005,2024-03-01,3,30.25
ORDER02391,CUST000157,PROD000012,2024-06-04,3,40.25
ORDER02392,CUST000249,PROD000001,2024-03-14,2,60.25
ORDER02393,CUST000402,PROD000019,2024-08-03,1,15.50
ORDER02394,CUST000480,PROD000029,2024-06-05,3,30.25
ORDER02395,CUST000111,PROD000006,2024-09-07,1,15.50
ORDER02396,CUST000063,PROD000018,2024-06-27,1,35.50
ORDER02397,CUST000446,PROD000002,2024-08-01,4,150.50
ORDER02398,CUST000294,PROD000010,2024-10-16,4,55.75
ORDER02399,CUST000461,PROD000011,2024-07-12,4,25.25
ORDER02400,CUST000428,PROD000024,2024-11-06,2,120.50
ORDER02401,CUST000391,PROD000005,2024-09-15,4,30.25
ORDER02402,CUST000390,PROD000015,2024-12-07,4,200.50
ORDER02403,CUST000077,PROD000028,2024-06-15,1,45.75
ORDER02404,CUST000410,PROD000020,2024-12-06,0,20.25
ORDER02405,CUST000320,PROD000014,2024-07-17,2,50.50
ORDER02406,CUST000461,PROD000013,2024-06-22,5,150.75
ORDER02407,CUST000024,PROD000022,2024-08-14,3,15.75
ORDER02408,CUST000331,PROD000003,2024-03-25,1,80.75
ORDER02409,CUST000293,PROD000021,2024-12-28,3,25.25
ORDER02410,CUST000288,PROD000021,2024-03-04,5,25.25
ORDER02411,CUST000044,PROD000007,2024-11-12,5,35.50
ORDER02412,CUST000296,PROD000025,2024-01-28,5,20.25
ORDER02413,CUST000268,PROD000007,2024-08-31,5,35.50
ORDER02414,CUST000460,PROD000001,2024-03-02,5,60.25
ORDER02415,CUST000093,PROD000001,2024-05-20,2,60.25
ORDER02416,CUST000126,PROD000027,2024-12-27,0,10.25
ORDER02417,CUST000430,PROD000029,2024-10-23,4,30.25
ORDER02418,CUST000044,PROD000026,2024-09-30,0,25.50
ORDER02419,CUST000311,PROD000011,2024-07-24,0,25.25
ORDER02420,CUST000302,PROD000002,2024-09-08,1,150.50
ORDER02421,CUST000175,PROD000014,2024-04-02,4,50.50
ORDER02422,CUST000013,PROD000028,2024-09-27,3,45.75
ORDER02423,CUST000196,PROD000009,2024-02-16,1,70.75
ORDER02424,CUST000051,PROD000018,2024-03-27,0,35.50
ORDER02425,CUST000147,PROD000005,2024-04-03,3,30.25
ORDER02426,CUST000394,PROD000003,2024-03-19,3,80.75
ORDER02427,CUST000488,PROD000014,2024-12-13,2,50.50
ORDER02428,CUST000031,PROD000020,2024-06-15,2,20.25
ORDER02429,CUST000014,PROD000023,2024-01-30,3,75.75
ORDER02430,CUST000200,PROD000004,2024-06-12,2,25.25
ORDER02431,CUST000212,PROD000029,2024-06-14,3,30.25
ORDER02432,CUST000193,PROD000027,2024-03-02,1,10.25
ORDER02433,CUST000104,PROD000008,2024-11-01,5,20.75
ORDER02434,CUST000122,PROD000016,2024-09-17,5,45.25
ORDER02435,CUST000198,PROD000004,2024-05-17,1,25.25
ORDER02436,CUST000163,PROD000015,2024-10-10,4,200.50
ORDER02437,CUST000034,PROD000016,2024-01-15,4,45.25
ORDER02438,CUST000325,PROD000008,2024-01-10,3,20.75
ORDER02439,CUST000284,PROD000019,2024-12-11,1,15.50
ORDER02440,CUST000127,PROD000025,2024-10-11,2,20.25
ORDER02441,CUST000156,PROD000019,2024-07-27,4,15.50
ORDER02442,CUST000043,PROD000028,2024-11-21,5,45.75
ORDER02443,CUST000105,PROD000026,2024-03-13,3,25.50
ORDER02444,CUST000277,PROD000006,2024-05-05,5,15.50
ORDER02445,CUST000488,PROD000014,2024-10-11,4,50.50
ORDER02446,CUST000022,PROD000001,2024-08-25,5,60.25
ORDER02447,CUST000149,PROD000021,2024-03-26,1,25.25
ORDER02448,CUST000031,PROD000030,2024-09-03,3,35.50
ORDER02449,CUST000307,PROD000009,2024-12-14,4,70.75
ORDER02450,CUST000180,PROD000027,2024-11-19,2,10.25
ORDER02451,CUST000300,PROD000027,2024-09-18,0,10.25
ORDER02452,CUST000145,PROD000002,2024-03-23,5,150.50
ORDER02453,CUST000289,PROD000003,2024-06-02,1,80.75
ORDER02454,CUST000203,PROD000023,2024-03-03,0,75.75
ORDER02455,CUST000426,PROD000005,2024-10-11,3,30.25
ORDER02456,CUST000450,PROD000014,2024-04-17,5,50.50
ORDER02457,CUST000259,PROD000026,2024-06-11,3,25.50
ORDER02458,CUST000326,PROD000009,2024-12-28,4,70.75
ORDER02459,CUST000140,PROD000008,2024-12-05,3,20.75
ORDER02460,CUST000175,PROD000007,2024-08-23,5,35.50
ORDER02461,CUST000169,PROD000001,2024-12-20,2,60.25
ORDER02462,CUST000331,PROD000030,2024-01-02,5,35.50
ORDER02463,CUST000244,PROD000001,2024-01-05,2,60.25
ORDER02464,CUST000212,PROD000018,2024-12-22,4,35.50
ORDER02465,CUST000391,PROD000013,2024-10-02,1,150.75
ORDER02466,CUST000404,PROD000029,2024-11-28,1,30.25
ORDER02467,CUST000276,PROD000001,2024-12-09,4,60.25
ORDER02468,CUST000345,PROD000004,2024-06-29,4,25.25
ORDER02469,CUST000424,PROD000020,2024-07-02,4,20.25
ORDER02470,CUST000091,PROD000027,2024-12-22,1,10.25
ORDER02471,CUST000064,PROD000015,2024-07-08,0,200.50
ORDER02472,CUST000480,PROD000007,2024-08-15,1,35.50
ORDER02473,CUST000114,PROD000024,2024-01-11,3,120.50
ORDER02474,CUST000349,PROD000030,2024-12-29,3,35.50
ORDER02475,CUST000099,PROD000003,2024-11-10,0,80.75
ORDER02476,CUST000321,PROD000010,2024-04-23,0,55.75
ORDER02477,CUST000120,PROD000016,2024-07-04,1,45.25
ORDER02478,CUST000144,PROD000016,2024-12-26,5,45.25
ORDER02479,CUST000108,PROD000001,2024-04-10,4,60.25
ORDER02480,CUST000057,PROD000028,2024-05-22,5,45.75
ORDER02481,CUST000257,PROD000016,2024-03-28,5,45.25
ORDER02482,CUST000100,PROD000022,2024-10-16,5,15.75
ORDER02483,CUST000290,PROD000006,2024-02-03,5,15.50
ORDER02484,CUST000066,PROD000024,2024-02-03,2,120.50
ORDER02485,CUST000133,PROD000030,2024-10-18,2,35.50
ORDER02486,CUST000452,PROD000017,2024-05-20,2,30.75
ORDER02487,CUST000435,PROD000022,2024-01-12,5,15.75
ORDER02488,CUST000315,PROD000009,2024-12-14,5,70.75
ORDER02489,CUST000453,PROD000015,2024-01-02,4,200.50
ORDER02490,CUST000329,PROD000022,2024-11-28,1,15.75
ORDER02491,CUST000438,PROD000011,2024-08-09,4,25.25
ORDER02492,CUST000141,PROD000004,2024-12-14,5,25.25
ORDER02493,CUST000239,PROD000016,2024-07-04,5,45.25
ORDER02494,CUST000389,PROD000002,2024-04-24,0,150.50
ORDER02495,CUST000025,PROD000009,2024-08-03,5,70.75
ORDER02496,CUST000230,PROD000011,2024-01-03,4,25.25
ORDER02497,CUST000100,PROD000011,2024-02-11,5,25.25
ORDER02498,CUST000414,PROD000001,2024-04-25,4,60.25
ORDER02499,CUST000491,PROD000003,2024-05-07,2,80.75
ORDER02500,CUST000085,PROD000011,2024-06-08,1,25.25
ORDER02501,CUST000321,PROD000021,2024-02-19,1,25.25
ORDER02502,CUST000246,PROD000014,2024-01-13,5,50.50
ORDER02503,CUST000409,PROD000021,2024-06-20,3,25.25
ORDER02504,CUST000127,PROD000004,2024-08-30,2,25.25
ORDER02505,CUST000491,PROD000011,2024-01-28,3,25.25
ORDER02506,CUST000267,PROD000026,2024-05-01,1,25.50
ORDER02507,CUST000398,PROD000020,2024-11-13,4,20.25
ORDER02508,CUST000392,PROD000004,2024-11-16,4,25.25
ORDER02509,CUST000297,PROD000004,2024-02-13,1,25.25
ORDER02510,CUST000470,PROD000002,2024-07-12,3,150.50
ORDER02511,CUST000456,PROD000028,2024-12-21,1,45.75
ORDER02512,CUST000401,PROD000005,2024-02-01,4,30.25
ORDER02513,CUST000029,PROD000010,2024-11-08,4,55.75
ORDER02514,CUST000034,PROD000004,2024-12-12,1,25.25
ORDER02515,CUST000287,PROD000002,2024-05-30,4,150.50
ORDER02516,CUST000206,PROD000004,2024-11-12,4,25.25
ORDER02517,CUST000120,PROD000028,2024-11-02,5,45.75
ORDER02518,CUST000006,PROD000015,2024-07-15,4,200.50
ORDER02519,CUST000408,PROD000014,2024-11-13,5,50.50
ORDER02520,CUST000052,PROD000011,2024-11-29,1,25.25
ORDER02521,CUST000233,PROD000017,2024-06-17,5,30.75
ORDER02522,CUST000099,PROD000004,2024-02-22,1,25.25
ORDER02523,CUST000305,PROD000023,2024-02-04,5,75.75
ORDER02524,CUST000405,PROD000027,2024-04-09,5,10.25
ORDER02525,CUST000065,PROD000021,2024-09-17,3,25.25
ORDER02526,CUST000182,PROD000014,2024-09-03,5,50.50
ORDER02527,CUST000228,PROD000006,2024-05-04,2,15.50
ORDER02528,CUST000409,PROD000002,2024-01-31,2,150.50
ORDER02529,CUST000160,PROD000019,2024-08-11,5,15.50
ORDER02530,CUST000492,PROD000021,2024-07-02,3,25.25
ORDER02531,CUST000299,PROD000029,2024-10-04,0,30.25
ORDER02532,CUST000398,PROD000005,2024-03-16,4,30.25
ORDER02533,CUST000159,PROD000020,2024-06-24,3,20.25
ORDER02534,CUST000189,PROD000001,2024-09-22,5,60.25
ORDER02535,CUST000337,PROD000022,2024-03-15,1,15.75
ORDER02536,CUST000122,PROD000017,2024-10-13,1,30.75
ORDER02537,CUST000217,PROD000012,2024-04-10,2,40.25
ORDER02538,CUST000328,PROD000030,2024-04-13,1,35.50
ORDER02539,CUST000175,PROD000007,2024-12-07,4,35.50
ORDER02540,CUST000356,PROD000023,2024-08-27,5,75.75
ORDER02541,CUST000355,PROD000011,2024-10-23,5,25.25
ORDER02542,CUST000494,PROD000011,2024-11-11,3,25.25
ORDER02543,CUST000215,PROD000011,2024-03-24,1,25.25
ORDER02544,CUST000233,PROD000029,2024-01-22,4,30.25
ORDER02545,CUST000113,PROD000030,2024-01-02,2,35.50
ORDER02546,CUST000355,PROD000008,2024-08-26,5,20.75
ORDER02547,CUST000110,PROD000008,2024-09-03,3,20.75
ORDER02548,CUST000414,PROD000024,2024-07-11,2,120.50
ORDER02549,CUST000205,PROD000006,2024-01-04,3,15.50
ORDER02550,CUST000006,PROD000003,2024-07-02,1,80.75
ORDER02551,CUST000285,PROD000004,2024-03-13,3,25.25
ORDER02552,CUST000226,PROD000007,2024-11-19,5,35.50
ORDER02553,CUST000468,PROD000025,2024-07-03,1,20.25
ORDER02554,CUST000500,PROD000001,2024-04-11,2,60.25
ORDER02555,CUST000146,PROD000006,2024-04-22,3,15.50
ORDER02556,CUST000369,PROD000006,2024-06-22,5,15.50
ORDER02557,CUST000126,PROD000006,2024-04-10,1,15.50
ORDER02558,CUST000091,PROD000027,2024-05-14,1,10.25
ORDER02559,CUST000011,PROD000027,2024-12-12,2,10.25
ORDER02560,CUST000195,PROD000021,2024-02-26,3,25.25
ORDER02561,CUST000480,PROD000007,2024-06-05,4,35.50
ORDER02562,CUST000123,PROD000012,2024-07-09,2,40.25
ORDER02563,CUST000482,PROD000017,2024-11-15,4,30.75
ORDER02564,CUST000450,PROD000023,2024-02-03,1,75.75
ORDER02565,CUST000074,PROD000029,2024-03-07,2,30.25
ORDER02566,CUST000099,PROD000018,2024-07-12,3,35.50
ORDER02567,CUST000163,PROD000020,2024-08-07,2,20.25
ORDER02568,CUST000472,PROD000002,2024-11-11,5,150.50
ORDER02569,CUST000097,PROD000028,2024-10-01,3,45.75
ORDER02570,CUST000405,PROD000005,2024-06-16,2,30.25
ORDER02571,CUST000028,PROD000021,2024-05-23,2,25.25
ORDER02572,CUST000436,PROD000017,2024-10-26,4,30.75
ORDER02573,CUST000108,PROD000024,2024-02-11,4,120.50
ORDER02574,CUST000405,PROD000022,2024-11-10,1,15.75
ORDER02575,CUST000086,PROD000017,2024-07-17,5,30.75
ORDER02576,CUST000192,PROD000016,2024-09-22,4,45.25
ORDER02577,CUST000092,PROD000011,2024-12-30,3,25.25
ORDER02578,CUST000270,PROD000023,2024-09-04,4,75.75
ORDER02579,CUST000243,PROD000009,2024-10-24,4,70.75
ORDER02580,CUST000327,PROD000030,2024-10-25,1,35.50
ORDER02581,CUST000107,PROD000008,2024-04-13,4,20.75
ORDER02582,CUST000442,PROD000008,2024-07-21,2,20.75
ORDER02583,CUST000157,PROD000014,2024-07-12,5,50.50
ORDER02584,CUST000081,PROD000030,2024-07-10,3,35.50
ORDER02585,CUST000282,PROD000003,2024-03-09,1,80.75
ORDER02586,CUST000152,PROD000015,2024-09-22,3,200.50
ORDER02587,CUST000118,PROD000019,2024-01-22,4,15.50
ORDER02588,CUST000263,PROD000020,2024-06-21,4,20.25
ORDER02589,CUST000231,PROD000015,2024-08-09,4,200.50
ORDER02590,CUST000189,PROD000026,2024-09-11,3,25.50
ORDER02591,CUST000140,PROD000013,2024-01-13,2,150.75
ORDER02592,CUST000227,PROD000008,2024-05-15,1,20.75
ORDER02593,CUST000184,PROD000029,2024-02-12,3,30.25
ORDER02594,CUST000432,PROD000017,2024-09-19,5,30.75
ORDER02595,CUST000330,PROD000003,2024-05-21,2,80.75
ORDER02596,CUST000051,PROD000004,2024-02-06,3,25.25
ORDER02597,CUST000020,PROD000018,2024-04-12,3,35.50
ORDER02598,CUST000101,PROD000022,2024-06-17,3,15.75
ORDER02599,CUST000155,PROD000024,2024-12-15,3,120.50
ORDER02600,CUST000098,PROD000023,2024-11-05,2,75.75
ORDER02601,CUST000438,PROD000025,2024-10-05,3,20.25
ORDER02602,CUST000005,PROD000025,2024-06-02,3,20.25
ORDER02603,CUST000422,PROD000012,2024-07-25,4,40.25
ORDER02604,CUST000421,PROD000019,2024-12-01,1,15.50
ORDER02605,CUST000242,PROD000021,2024-09-19,2,25.25
ORDER02606,CUST000444,PROD000013,2024-04-26,2,150.75
ORDER02607,CUST000371,PROD000024,2024-04-17,4,120.50
ORDER02608,CUST000120,PROD000017,2024-10-27,5,30.75
ORDER02609,CUST000388,PROD000015,2024-08-24,3,200.50
ORDER02610,CUST000406,PROD000003,2024-06-09,2,80.75
ORDER02611,CUST000220,PROD000025,2024-12-23,4,20.25
ORDER02612,CUST000108,PROD000015,2024-08-18,5,200.50
ORDER02613,CUST000016,PROD000012,2024-03-12,5,40.25
ORDER02614,CUST000448,PROD000005,2024-06-05,1,30.25
ORDER02615,CUST000256,PROD000026,2024-12-03,3,25.50
ORDER02616,CUST000174,PROD000008,2024-08-02,4,20.75
ORDER02617,CUST000352,PROD000025,2024-07-25,5,20.25
ORDER02618,CUST000154,PROD000011,2024-10-27,1,25.25
ORDER02619,CUST000291,PROD000026,2024-01-17,2,25.50
ORDER02620,CUST000079,PROD000011,2024-10-17,5,25.25
ORDER02621,CUST000468,PROD000020,2024-10-20,4,20.25
ORDER02622,CUST000196,PROD000007,2024-07-19,1,35.50
ORDER02623,CUST000274,PROD000013,2024-04-06,4,150.75
ORDER02624,CUST000056,PROD000011,2024-10-18,4,25.25
ORDER02625,CUST000328,PROD000029,2024-06-04,1,30.25
ORDER02626,CUST000088,PROD000004,2024-12-11,5,25.25
ORDER02627,CUST000091,PROD000002,2024-12-18,5,150.50
ORDER02628,CUST000251,PROD000001,2024-04-05,2,60.25
ORDER02629,CUST000036,PROD000030,2024-07-16,3,35.50
ORDER02630,CUST000106,PROD000008,2024-05-29,5,20.75
ORDER02631,CUST000036,PROD000015,2024-01-30,3,200.50
ORDER02632,CUST000266,PROD000001,2024-03-28,3,60.25
ORDER02633,CUST000441,PROD000030,2024-07-29,4,35.50
ORDER02634,CUST000081,PROD000004,2024-03-07,5,25.25
ORDER02635,CUST000215,PROD000016,2024-02-05,4,45.25
ORDER02636,CUST000490,PROD000029,2024-04-15,2,30.25
ORDER02637,CUST000446,PROD000007,2024-06-07,4,35.50
ORDER02638,CUST000419,PROD000023,2024-12-06,4,75.75
ORDER02639,CUST000082,PROD000020,2024-10-21,0,20.25
ORDER02640,CUST000481,PROD000010,2024-10-27,2,55.75
ORDER02641,CUST000258,PROD000023,2024-12-16,4,75.75
ORDER02642,CUST000142,PROD000007,2024-01-04,2,35.50
ORDER02643,CUST000229,PROD000003,2024-07-23,5,80.75
ORDER02644,CUST000414,PROD000008,2024-09-26,3,20.75
ORDER02645,CUST000467,PROD000019,2024-09-08,4,15.50
ORDER02646,CUST000237,PROD000019,2024-01-21,1,15.50
ORDER02647,CUST000148,PROD000021,2024-08-21,3,25.25
ORDER02648,CUST000359,PROD000027,2024-12-30,3,10.25
ORDER02649,CUST000201,PROD000020,2024-03-30,4,20.25
ORDER02650,CUST000128,PROD000006,2024-11-12,4,15.50
ORDER02651,CUST000235,PROD000013,2024-12-03,2,150.75
ORDER02652,CUST000358,PROD000019,2024-02-18,4,15.50
ORDER02653,CUST000358,PROD000002,2024-05-02,0,150.50
ORDER02654,CUST000454,PROD000028,2024-03-21,3,45.75
ORDER02655,CUST000452,PROD000021,2024-10-02,3,25.25
ORDER02656,CUST000342,PROD000030,2024-02-04,2,35.50
ORDER02657,CUST000466,PROD000016,2024-07-29,5,45.25
ORDER02658,CUST000063,PROD000012,2024-02-09,0,40.25
ORDER02659,CUST000387,PROD000004,2024-09-15,3,25.25
ORDER02660,CUST000210,PROD000015,2024-03-25,3,200.50
ORDER02661,CUST000107,PROD000017,2024-01-23,4,30.75
ORDER02662,CUST000014,PROD000003,2024-11-23,4,80.75
ORDER02663,CUST000196,PROD000011,2024-07-23,2,25.25
ORDER02664,CUST000204,PROD000002,2024-01-06,0,150.50
ORDER02665,CUST000129,PROD000004,2024-12-29,2,25.25
ORDER02666,CUST000168,PROD000022,2024-08-25,4,15.75
ORDER02667,CUST000237,PROD000003,2024-02-12,5,80.75
ORDER02668,CUST000337,PROD000008,2024-08-12,2,20.75
ORDER02669,CUST000242,PROD000027,2024-05-22,2,10.25
ORDER02670,CUST000088,PROD000027,2024-01-10,5,10.25
ORDER02671,CUST000052,PROD000006,2024-05-30,1,15.50
ORDER02672,CUST000274,PROD000024,2024-07-19,2,120.50
ORDER02673,CUST000040,PROD000022,2024-01-06,3,15.75
ORDER02674,CUST000079,PROD000015,2024-07-02,2,200.50
ORDER02675,CUST000111,PROD000023,2024-01-18,5,75.75
ORDER02676,CUST000111,PROD000015,2024-12-22,1,200.50
ORDER02677,CUST000429,PROD000021,2024-09-24,0,25.25
ORDER02678,CUST000329,PROD000022,2024-12-03,1,15.75
ORDER02679,CUST000200,PROD000023,2024-06-06,4,75.75
ORDER02680,CUST000027,PROD000020,2024-01-03,1,20.25
ORDER02681,CUST000396,PROD000013,2024-04-13,2,150.75
ORDER02682,CUST000192,PROD000030,2024-05-02,2,35.50
ORDER02683,CUST000047,PROD000001,2024-08-03,1,60.25
ORDER02684,CUST000008,PROD000011,2024-04-08,1,25.25
